_id,LHIN,Home Name,Licensing Home Number,Address1,Address2,City,Postal,Phone,Fax,Email,Website,CCAC (no longer exist),Home Administrator Admin First Name,Admin Last Name,Licensee,Management Firm,Home Type (Sector),Licensed Beds,Approved Short Stay Beds (Beds are not operated as short stay under Covid Guidelines),Resident's Council,Family Council,Accreditation,Home Designated Under French Language Services Act,home_profile_link_EN,home_inspection_link_EN,home_inspection_link_FR,home_profile_link_FR,vaccine_data_home_name,1st_dose_percentage_staff_vaccination_rate,2nd_dose_percentage_staff_vaccination_rate,vaccine_data_date,wait_times_EN,wait_times_FR,placement_coordinator_EN,placement_coordinator_FR,hccss_phone_EN,hccss_tty_EN,hccss_phone_FR,hccss_tty_FR,hvac_designated_cooling_areas,hvac_resident_rooms,year_of_construction,hvac_rooms,hvac_date,latest_inspection_type,latest_inspection_link_EN,latest_inspection_datestamp,latest_inspection_date,latest_inspection_link_FR,x,y
2701,Central East,Caressant Care Lindsay Nursing Home,2701,240 Mary Street West,null,Lindsay,K9V5K5,705-324-1913 ,705-328-3283,adminlindsay@caressantcare.com,http://caressantcare.com/?portfolio=caressant-care-lindsay-mary-st,null,Lisa,Green,Caressant-Care Nursing and Retirement Homes Limited,null,For-Profit,124,null,YES,NO,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2701&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2701&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2701&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2701&tab=0,Caressant Care Lindsay Nursing Home,0.99,0.99,2021-11-30,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-800-263-3877,null,1 800 263-3877,null,Yes,No,1981,96,2021-12-06,Critical Incident Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=27275&FacilityID=20061,2021-11-30,2021-03-15,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=27275&FacilityID=20061,-78.750236542,44.3432916350001
2703,Central East,Frost Manor,2703,225 Mary Street West,null,Lindsay,K9V5K3,705-324-8333 ,705-878-5840,dstewart@omniway.ca,http://www.omniway.ca,null,Neil,MacDonald,0760444 B.C. Ltd. as General Partner on behalf of Omni Health Care Limited Partnership,null,For-Profit,62,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2703&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2703&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2703&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2703&tab=0,Frost Manor,1,1,2021-11-30,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-800-263-3877,null,1 800 263-3877,null,Yes,No,1981,29,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28590&FacilityID=20198,2021-11-30,2021-10-25,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28590&FacilityID=20198,-78.748028641,44.3428097350001
2722,Central East,Riverview Manor Nursing Home,2722,1155 Water Street,null,Peterborough,K9H3P8,705-748-6706 ,705-748-5407,margreco@omniway.ca,http://www.omniway.ca,null,Mary Anne,Greco,0760444 B.C. Ltd. as General Partner on behalf of Omni Health Care Limited Partnership,null,For-Profit,124,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2722&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2722&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2722&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2722&tab=0,Riverview Manor Nursing Home,1,1,2021-11-30,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-800-263-3877,null,1 800 263-3877,null,Yes,No,1983,55,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=25975&FacilityID=20423,2021-11-30,2020-09-15,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=25975&FacilityID=20423,-78.3153216009999,44.336075453
2731,Central East,Pinecrest Nursing Home (Bobcaygeon),2731,"3418 County Road 36, R.R. #2",null,Bobcaygeon,K0M1A0,705-738-2366 ,705-738-9414,jwhalen@pinecrestnh.ca,0,null,Jenelle,Whalen,Medlaw Corporation Limited,null,For-Profit,65,null,YES,YES,NO,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2731&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2731&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2731&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2731&tab=0,Pinecrest Nursing Home (Bobcaygeon),0.95,0.94,2021-11-30,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-800-263-3877,null,1 800 263-3877,null,Yes,Yes,1984,28,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=27900&FacilityID=20393,2021-11-30,2021-06-22,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=27900&FacilityID=20393,-78.533354189,44.5287249770001
2761,Central East,Pleasant Meadow Manor,2761,99 Alma Street,P.O. Box 426,Norwood,K0L2V0,705-639-5308 ,705-639-5309,stucker@omniway.ca,http://www.omni-way.com,null,Sandra,Brow,0760444 B.C. Ltd. as General Partner on behalf of Omni Health Care Limited Partnership,null,For-Profit,61,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2761&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2761&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2761&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2761&tab=0,Pleasant Meadow Manor,1,1,2021-11-30,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-800-263-3877,null,1 800 263-3877,null,Yes,No,1989,27,2021-12-06,Critical Incident Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=26011&FacilityID=20400,2021-11-30,2020-09-23,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=26011&FacilityID=20400,-77.9678531929999,44.3792447760001
2782,Central East,Shepherd Lodge,2782,3760 Sheppard Avenue East,null,Toronto,M1T3K9,416-609-5700 ,416-609-1330,info@shepherdvillage.org,http://www.shepherdvillage.org,null,Cathy,Fiore,Shepherd Village Inc.,null,Non-Profit,252,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2782&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2782&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2782&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2782&tab=0,Shepherd Lodge,1,1,2021-11-30,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-800-263-3877,null,1 800 263-3877,null,Yes,Yes,2002,252,2021-12-06,Complaints Inspection  with Order(s) of the Inspector,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28651&FacilityID=20445,2021-11-30,2021-11-04,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28651&FacilityID=20445,-79.294060767,43.7826979120001
2789,Central East,Midland Gardens Care Community,2789,130 Midland Avenue,null,Scarborough,M1N4E6,416-264-2301 ,416-264-3704,midlandgardens@siennaliving.ca,http://www.leisureworld.ca/,null,Lora,Monaco,2063414 Ontario Limited as General Partner of 2063414 Investment LP,null,For-Profit,299,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2789&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2789&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2789&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2789&tab=0,Midland Gardens Care Community,0.99,0.98,2021-11-30,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-800-263-3877,null,1 800 263-3877,null,Yes,No,1989,128,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28533&FacilityID=20302,2021-11-30,2021-10-13,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28533&FacilityID=20302,-79.2474963449999,43.708358601
2801,Central East,Yee Hong Centre - Scarborough McNicoll,2801,2311 McNicoll Avenue,null,Scarborough,M1V5L3,416-321-6333 ,416-321-6313,scarborough.mcnicoll@yeehong.com,http://www.yeehong.com/,null,Ivan,Ip,Yee Hong Centre for Geriatric Care,null,Non-Profit,155,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2801&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2801&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2801&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2801&tab=0,Yee Hong Centre - Scarborough McNicoll,1,1,2021-11-30,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-800-263-3877,null,1 800 263-3877,null,Yes,Yes,1997,111,2021-12-06,Critical Incident Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28439&FacilityID=20591,2021-11-30,2021-10-05,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28439&FacilityID=20591,-79.2901818679999,43.814228218
2803,Central East,Warkworth Place,2803,97 Mill Street,P.O. Box 68,Warkworth,K0K3K0,705-924-2311 ,705-924-1711,lallanson@southbridgecare.ca,http://www.warkworthplace.ca,null,Lisa,Allanson,"CVH (No. 6) LP by its general partners, Southbridge Health Care GP Inc. and Southbridge Care Homes (a limited partnership, by its general partner, Southbridge Care Homes Inc.)",Extendicare (Canada) Inc.,For-Profit,60,null,YES,NO,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2803&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2803&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2803&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2803&tab=0,Warkworth Place,0.97,0.97,2021-11-30,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-800-263-3877,null,1 800 263-3877,null,Yes,Yes,1993,31,2021-12-06,Critical Incident Inspection  with Order(s) of the Inspector,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=27782&FacilityID=20099,2021-11-30,2021-06-02,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=27782&FacilityID=20099,-77.8930438529999,44.1986855480001
2804,Central East,Ehatare Nursing Home,2804,40 Old Kingston Road,null,Scarborough,M1E3J5,416-284-0813 ,416-284-9916,pkomi@ehatare.ca,http://www.ehatare.ca,null,Piret,Komi,Estonian Relief Committee in Canada,null,Non-Profit,32,null,YES,YES,NO,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2804&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2804&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2804&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2804&tab=0,Ehatare Nursing Home,1,0.97,2021-11-30,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-800-263-3877,null,1 800 263-3877,null,Yes,Yes,1995,20,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28541&FacilityID=20129,2021-11-30,2021-10-18,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28541&FacilityID=20129,-79.183204931,43.7755141160001
2838,Central East,Extendicare Kawartha Lakes,2838,125 Colborne Street East,null,Lindsay,K9V6J2,705-878-5392 ,705-878-7910,DBWoods@extendicare.com,http://www.extendicare.com/facilities/kawarthalakes/accountability.htm,null,Deborah,Woods,Extendicare (Canada) Inc.,null,For-Profit,64,null,YES,NO,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2838&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2838&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2838&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2838&tab=0,Extendicare Kawartha Lakes,0.98,0.97,2021-11-30,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-800-263-3877,null,1 800 263-3877,null,Yes,No,2001,64,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28652&FacilityID=20151,2021-11-30,2021-10-20,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28652&FacilityID=20151,-78.7236958359999,44.3638333390001
2843,Central East,Extendicare Lakefield,2843,19 Fraser Street,null,Lakefield,K0L2H0,705-652-7112 ,705-652-7733,cnh_lakefield@extendicare.com,http://www.extendicarelakefield.com/,null,Dawn,Baldwin,Extendicare (Canada) Inc.,null,For-Profit,100,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2843&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2843&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2843&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2843&tab=0,Extendicare Lakefield,0.99,0.99,2021-11-30,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-800-263-3877,null,1 800 263-3877,null,Yes,No,2001,100,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28100&FacilityID=20154,2021-11-30,2021-07-27,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28100&FacilityID=20154,-78.2820762979999,44.42449937
2850,Central East,Fenelon Court,2850,44 Wychwood Crescent,null,Fenelon Falls,K0M1N0,705-887-2100 ,705-887-6010,feneloncourt-general@reveraliving.com,http://www.reveraliving.com/long-term-care/locations/fenelon-court,null,Wayne,Connelly,"AXR Operating (National) LP, by its general partners",null,For-Profit,67,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2850&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2850&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2850&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2850&tab=0,Fenelon Court,1,0.98,2021-10-31,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-800-263-3877,null,1 800 263-3877,null,Yes,No,2001,43,2021-12-06,Critical Incident Inspection  with Order(s) of the Inspector,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28653&FacilityID=20186,2021-11-30,2021-11-03,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28653&FacilityID=20186,-78.731219053,44.528464867
2851,Central East,Extendicare Cobourg,2851,130 New Densmore Road,null,Cobourg,K9A5W2,905-372-0377 ,905-372-0477,Amyles@extendicare.com,http://www.extendicare.com/facilities/cobourg/accountability.htm,null,Allan,Myles,Extendicare (Canada) Inc.,null,For-Profit,69,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2851&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2851&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2851&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2851&tab=0,Extendicare Cobourg,1,1,2021-11-30,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-800-263-3877,null,1 800 263-3877,null,Yes,No,2002,69,2021-12-06,Complaints Inspection  with Order(s) of the Inspector,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28654&FacilityID=20143,2021-11-30,2021-10-27,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28654&FacilityID=20143,-78.172093224,43.9837752980001
2871,Central East,Winbourne Park,2871,1020 Westney Road North,null,Ajax,L1T4K6,905-426-6296 ,905-426-6297,winbournepark-generalemail@reveraliving.com,http://www.reveraliving.com/long-term-care/locations/winbourne-park,null,Terry,Pilgrim,"AXR Operating (National) LP, by its general partners",null,For-Profit,110,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2871&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2871&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2871&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2871&tab=0,Winbourne Park,1,1,2021-11-30,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-800-263-3877,null,1 800 263-3877,null,Yes,No,2003,100,2021-12-06,Critical Incident Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=27830&FacilityID=20581,2021-11-30,2021-06-09,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=27830&FacilityID=20581,-79.044469095,43.87711914
2883,Central East,Extendicare Rouge Valley,2883,551 Conlins Road,null,Toronto,M1B5S1,416-282-6768 ,416-282-6766,cnh_rougevalley@extendicare.com,http://www.extendicare.com/facilities/rougevalley/accountability.htm,null,Jessica,Laurie,Extendicare (Canada) Inc.,null,For-Profit,192,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2883&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2883&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2883&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2883&tab=0,Extendicare Rouge Valley,0.99,0.99,2021-11-30,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-800-263-3877,null,1 800 263-3877,null,Yes,No,2003,192,2021-12-06,Critical Incident Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28696&FacilityID=20164,2021-11-30,2021-10-29,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28696&FacilityID=20164,-79.189023435,43.8036371200001
2885,Central East,Chartwell Wynfield Long Term Care Residence,2885,451 Woodmount Drive,null,Oshawa,L1G8E3,905-571-0065 X503,905-579-3256,info@thewynfield.ca,http://www.regencycare.ca,null,Debbie,Mccance,Regency LTC Operating Limited Partnership on behalf of Regency Operator GP Inc. as General Partner,null,For-Profit,172,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2885&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2885&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2885&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2885&tab=0,Chartwell Wynfield Long Term Care Residence,1,1,2021-11-30,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-800-263-3877,null,1 800 263-3877,null,Yes,No,2003,172,2021-12-06,Critical Incident Inspection  with Order(s) of the Inspector,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28129&FacilityID=20588,2021-11-30,2021-08-11,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28129&FacilityID=20588,-78.8726796459999,43.94673256
2895,Central East,Bay Ridges,2895,900 Sandy Beach Road,null,Pickering,L1W1Z4,905-837-8745 ,905-837-8496,bayridges-generalemail@reveraliving.com,http://www.reveraliving.com/long-term-care/locations/bay-ridges,null,Vanda,Cozier,"AXR Operating (National) LP, by its general partners",null,For-Profit,124,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2895&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2895&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2895&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2895&tab=0,Bay Ridges,1,1,2021-11-30,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/centraleast/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/centraleast/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-800-263-3877,null,1 800 263-3877,null,Yes,No,2002,112,2021-12-06,Critical Incident Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28699&FacilityID=20020,2021-11-30,2021-11-05,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28699&FacilityID=20020,-79.077130902,43.8284700300001
